Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
A,Agilent Technologies Inc.,Healthcare,173.94,0.004371583,0.077777778,0.11024999,0.760393203,52655.58087,53.18745543,0.236882618,0.916576422
AA,Alcoa Corp,Basic Materials,48.83,0,,,0,9124.674397,21.17093828,0,1.773967213
AAC,Ares Acquisition Corporation,N/A,9.74,0,,,0,974,0,N/A,
AAL,American Airlines Group Inc,Industrials,19.73,0,,,0,12774.34301,N/A,0,1.273078228
AAME,Atlantic American Corp.,Financial Services,4,0.005,,,0.02,81.643052,0,N/A,
AAN,Aarons Company Inc (The),Industrials,26.93,0.011101035,,,0.298950878,879.872175,0,N/A,
AAOI,Applied Optoelectronics Inc,Technology,7.46,0,,,0,202.474605,N/A,0,1.133933791
AAON,AAON Inc.,Industrials,66,0.005749342,,,0.379456561,3458.646378,45.30404068,0.265354239,0.806028556
AAP,Advance Auto Parts Inc,Consumer Cyclical,205.8,0.019436346,3,0.755374358,2.4898588,12965.5525,20.774833,0.268014941,0.694465133
AAPL,Apple Inc,Technology,146.06,0.006024921,-0.731707317,-0.173373041,0.848058398,2414396.046,27.81498175,0.16628596,1.459351806
AAT,American Assets Trust Inc,Real Estate,38.01,0.028893241,0.2,0.029033661,1.098232105,2298.543191,126.7532365,4.612482593,1.275529754
AAWW,Atlas Air Worldwide Holdings Inc.,Industrials,75.63,0,,,0,2195.152128,4.823831655,0,0.869370188
AAXN,Axon Enterprise Inc,Industrials,174.54,0,,,0,11091.9992,N/A,0,1.123560887
ABBV,Abbvie Inc,Healthcare,107.73,0.04826882,0.101694915,0.179271219,4.995532537,190377.8201,28.87137095,1.346504727,0.696906595
ABC,Amerisource Bergen Corp.,Healthcare,123.47,0.014254475,0.047619048,0.038082721,1.750123831,25655.47521,N/A,N/A,0.665700669
ABCB,Ameris Bancorp,Financial Services,47.83,0.012486751,0,0.084471771,0.597241319,3336.926673,7.875329341,0.098069182,1.203924036
ABEO,Abeona Therapeutics Inc,Healthcare,1.2,0,,,0,121.472417,0,N/A,0.202899159
ABG,Asbury Automotive Group Inc,Consumer Cyclical,181.93,0,,,0,3518.776172,8.179396029,0,1.262049269
ABIO,ARCA biopharma Inc,Healthcare,3.1,0,,,0,44.671443,0,N/A,0.649760888
ABM,ABM Industries Inc.,Industrials,45.08,0.016858917,0.027027027,0.028617554,0.750264938,3031.230411,20.8762425,0.350591093,1.098525526
ABMD,Abiomed Inc.,Healthcare,355,0,,,0,16109.98272,104.3311576,0,0.82347673
ABR,Arbor Realty Trust Inc.,Real Estate,18.08,0.077433628,0.129032258,0.155377284,1.30326543,2570.188453,8.102252555,0.5870565,1.089174485
ABT,Abbott Laboratories,Healthcare,126.79,0.014196703,0.25,0.115957957,1.700835346,224775.5117,35.25337385,0.477762738,0.569061329
ABTX,Allegiance Bancshares Inc,Financial Services,36.61,0.012509046,,,0.45795618,740.062034,10.13145188,0.127920721,0.971325176
AC,Associated Capital Group Inc,Financial Services,35.12,0.005687384,,,0.199740918,110.127259,0,N/A,1.06108919
ACA,Arcosa Inc,Industrials,50.25,0.00397502,,,0.199744775,2432.141356,0,N/A,1.509595893
ACAD,Acadia Pharmaceuticals Inc,Healthcare,16.7,0,,,0,2682.742843,N/A,0,0.321512028
ACBI,Atlantic Capital Bancshares Inc,Financial Services,22.86,0,,,0,464.12562,10.60979815,0,1.006009299
ACC,American Campus Communities Inc.,Real Estate,48.71,0.038595771,0,0.022750531,1.851723957,6775.894761,627.3395761,23.83171116,0.832842685
ACCO,Acco Brands Corporation,Industrials,8.92,0.028834726,,,0.257205753,852.689319,11.10272551,0.321507191,1.411413586
ACER,Acer Therapeutics Inc,Healthcare,2.46,0,,,0,35.2032,0,N/A,1.30251538
ACGL,Arch Capital Group Ltd,Financial Services,39.3,0,,,0,15564.33396,7.654527729,0,1.02765521
ACHC,Acadia Healthcare Company Inc,Healthcare,61.22,0,,,0,5501.436062,N/A,0,0.942629455
ACHN,Achison Inc,N/A,6.76,0,,,0,0,0,N/A,
ACHV,Achieve Life Sciences Inc.,Healthcare,8.28,0,,,0,78.264406,0,N/A,1.232499
ACIA,Acacia Communications Inc,Technology,114.99,0,,,0,0,0,0,
ACIW,ACI Worldwide Inc,Technology,31.3,0,,,0,3677.262471,41.99322208,0,1.270372892
ACLS,Axcelis Technologies Inc,Technology,48.88,0,,,0,1641.133438,26.97236318,0,2.339799208
ACM,AECOM,Industrials,65.39,0,,,0,9420.202214,N/A,0,1.025869404
ACMR,ACM Research Inc,Technology,102.4,0,,,0,1810.473882,62.01739738,0,2.163480437
ACN,Accenture plc,Technology,335.4,0.010494931,,,3.504174596,223521.1794,38.68158973,0.391965838,1.051156924
ACNB,ACNB Corp.,Financial Services,27.86,0.026687506,0,0.045639553,0.743513909,242.976755,0,N/A,0.964296638
ACOR,Acorda Therapeutics Inc,Healthcare,4.73,0,,,0,44.855541,N/A,0,0.867318135
ACRE,Ares Commercial Real Estate Corp,Real Estate,15.38,0.085825748,-0.939393939,-0.405799181,1.294542521,722.888007,11.53115341,0.739738584,1.24342432
ACRS,Aclaris Therapeutics Inc,Healthcare,18.16,0,,,0,1111.677239,N/A,0,1.564395485
ACRX,Acelrx Pharmaceuticals Inc,Healthcare,1.02,0,,,0,121.563402,0,N/A,1.404361774
ACTG,Acacia Research Corp,Industrials,6.95,0,,,0,344.771673,N/A,0,1.080167418
ACU,Acme United Corp.,Consumer Defensive,37.51,0.013531137,0.083333333,0.053873952,0.507552965,132.736937,0,N/A,0.521359368
ACY,Aerocentury Corp.,Industrials,36.08,0,,,0,55.775495,0,N/A,
ADBE,Adobe Inc,Technology,654.48,0,,,0,311794.272,55.85708922,0,1.200347977
ADC,Agree Realty Corp.,Real Estate,70.99,0.035497957,0,-0.160363561,2.873088997,4892.794929,50.45939183,1.773511726,0.637972071
ADES,Advanced Emissions Solutions Inc,Industrials,6.52,0,,,0,122.923438,0,N/A,0.799370012
ADI,Analog Devices Inc.,Technology,171.52,0.015586931,0.112903226,0.104383629,2.673470491,63156.12377,37.12312442,0.585004484,1.347296665
ADM,Archer Daniels Midland Co.,Consumer Defensive,62.39,0.02372175,0.027777778,0.042836189,1.457066576,34857.42464,15.0702225,0.355382092,0.88893522
ADMA,Adma Biologics Inc,Healthcare,1.29,0,,,0,171.272618,0,N/A,0.756708514
ADMP,Adamis Pharmaceuticals Corp,Healthcare,1.1,0,,,0,163.774755,N/A,0,1.310521269
ADMS,Adamas Pharmaceuticals Inc,Healthcare,5.05,0,,,0,230.258911,N/A,0,0.6292855
ADNT,Adient plc,Consumer Cyclical,37.61,0,,,0,3543.529502,31.63865627,0,1.95622243
ADP,Automatic Data Processing Inc.,Industrials,198.67,0.018724518,0.021978022,0.102863131,3.693956301,84053.41406,32.34689785,0.608559522,0.695227828
ADS,Alliance Data System,Financial Services,96.47,0.008679552,0,-0.165851851,0.837316414,4799.960934,6.808455226,0.058187381,1.731711496
ADSK,Autodesk Inc.,Technology,288.15,0,,,0,63349.90457,48.18582534,0,1.391379917
ADT,ADT Inc,Industrials,8.3,0.016768983,,,0.139182559,6364.045269,N/A,N/A,1.342768092
ADTN,Adtran Inc.,Technology,19.05,0.018773294,0,0,0.357631249,925.102519,52.6314228,0.993696161,1.513287585
ADUS,Addus HomeCare Corporation,Healthcare,86.56,0,,,0,1377.758121,36.2005865,0,1.180670884
ADVM,Adverum Biotechnologies Inc,Healthcare,2.31,0,,,0,226.67075,0,N/A,1.18086425
ADXS,"Advaxis, Inc.",Healthcare,0.53,0,,,0,77.188383,N/A,0,0.961701298
AE,Adams Resources & Energy Inc.,Energy,29.16,0.032521853,0,0.017554577,0.948337236,124.145142,0,N/A,0.622753701
AEE,Ameren Corp.,Utilities,83.6,0.025770404,0.111111111,0.045639553,2.154405761,21497.50274,23.3161635,0.591869715,0.378865024
AEGN,Aegion Corp,Industrials,29.99,0,,,0,0,0,0,
AEHR,Aehr Test Systems,Technology,11.11,0,,,0,268.512279,0,N/A,0.76406869
AEIS,Advanced Energy Industries Inc.,Industrials,87.05,0.003442367,,,0.299658021,3340.376092,20.67755371,0.071517427,2.038580429
AEL,American Equity Investment Life Holding Co,Financial Services,29.56,0.01082544,,,0.319999993,2734.678989,3.175649707,0.035049287,1.231030399
AEMD,Aethlon Medical Inc,Healthcare,3.45,0,,,0,53.082966,0,N/A,-0.229041715
AEO,American Eagle Outfitters Inc.,Consumer Cyclical,26.7,0.017017529,,,0.454368026,4501.532531,16.15687844,0.304944984,1.163608442
AEP,American Electric Power Company Inc.,Utilities,84.1,0.035196195,0.057142857,0.046347501,2.922636738,42071.13761,17.99988774,0.623163484,0.362554339
AERI,Aerie Pharmaceuticals Inc,Healthcare,12.94,0,,,0,611.203379,N/A,0,0.674354227
AES,AES Corp.,Utilities,24.6,0.024390244,0.050244243,0.064703699,0.589545325,16392.44958,N/A,N/A,1.130498544
AEY,Addvantage Technologies Group,Technology,2.44,0,,,0,30.527748,0,N/A,1.020983405
AFG,American Financial Group Inc,Financial Services,132.01,0.013633533,3,0.059223841,1.799762657,11187.76605,4.913379908,0.068903624,1.050109145
AFI,Armstrong Flooring Inc,Industrials,3.08,0,,,0,66.792455,N/A,0,1.151956712
AFIN,American Fin Tr Inc,Real Estate,8.28,0.102657005,2.000001412,0.183121829,0.622302794,975.548267,0,N/A,1.285624357
AFL,Aflac Inc.,Financial Services,53.99,0.024448972,0.178571429,-0.051561671,1.261058971,36213.32543,6.238298955,0.151569588,1.016979805
AGCO,AGCO Corp.,Industrials,126.21,0.037234175,0.25,0.073940924,4.699325278,9514.436139,13.09987077,0.490534998,1.213431506
AGE,AgeX Therapeutics Inc,Healthcare,1.01,0,,,0,38.316503,0,N/A,1.181163654
AGEN,Agenus Inc,Healthcare,5.83,0,,,0,1359.05838,N/A,0,1.148915506
AGFS,AgroFresh Solutions Inc,Consumer Defensive,2.14,0,,,0,111.590465,0,N/A,1.287028428
AGIO,Agios Pharmaceuticals Inc,Healthcare,47.14,0,,,0,2778.972249,1.746164713,0,0.818610487
AGLE,Aeglea BioTherapeutics Inc,Healthcare,7.47,0,,,0,366.512248,0,N/A,1.113170398
AGM,Federal Agricultural Mortgage Corp.,Financial Services,100.28,0.035101715,0.1,0.276150411,3.39628711,1036.338546,10.21103679,0.361691918,0.776830246
AGNC,AGNC Investment Corp,Real Estate,15.98,0.090112641,0,-0.055912489,1.386413376,8388.035944,4.412433427,0.393867436,0.573067211
AGO,Assured Guaranty Ltd,Financial Services,46.64,0.018316072,0.1,0.11095346,0.854261603,3405.004411,9.956153248,0.199128579,1.097048556
AGR,Avangrid Inc,Utilities,50.42,0.034473018,0,0.00367657,1.73812958,19522.85371,28.50051637,0.808432363,0.512552346
AGRX,Agile Therapeutics Inc,Healthcare,1.08,0,,,0,100.439961,0,N/A,0.974423829
AGS,PlayAGS Inc,Consumer Cyclical,7.43,0,,,0,272.502732,0,N/A,1.918743006
AGTC,Applied Genetic Technologies Corp,Healthcare,3.43,0,,,0,146.648937,0,N/A,1.452401147
AGX,"Argan, Inc.",Industrials,43.93,0.022493611,,,0.988144311,692.751499,16.24613633,0.370091502,0.842517332
AGYS,"Agilysys, Inc",Technology,53.19,0,,,0,1307.292491,N/A,0,1.551258555
AHC,A.H. Belo Corp,Communication Services,7.265,0.082148789,3,0.148698355,0.621044843,143.197135,N/A,N/A,-0.07341367
AHH,Armada Hoffler Properties Inc,Real Estate,13.19,0.039575824,,,0.522005121,804.471488,56.64893232,2.169597345,0.965634514
AHT,Ashford Hospitality Trust Inc,Real Estate,13.87,0,,,0,419.145172,N/A,0,3.046869465
AIG,American International Group Inc,Financial Services,53.81,0.023570975,0,0,1.268354175,46018.44314,11.02502231,0.264240453,1.201769826
AIII,,N/A,,,,,1.268354175,N/A,N/A,0.264240453,N/A
AIMC,Altra Industrial Motion Corp,Industrials,54.99,0.005083074,1,-0.118139794,0.279518251,3567.044084,23.87579708,0.121529674,1.702612598
AIMT,Aimmune Therapeutics Inc,Healthcare,34.49,0,,,0,0,0,N/A,
AIN,Albany International Corp.,Consumer Cyclical,77.67,0.010262703,0.052631579,0.033037804,0.797104103,2384.469,20.53717755,0.222654777,1.132708179
AINC,Ashford Inc,Financial Services,14.52,0,,,0,43.890417,0,N/A,
AIR,AAR Corp.,Industrials,31.91,0,,,0,1131.77268,31.97097965,0,1.771852809
AIRG,Airgain Inc,Technology,12.99,0,,,0,130.912103,N/A,0,1.098873187
AIRI,Air Industries Group,Industrials,1.1,0,,,0,35.285283,0,N/A,0.823257714
AIRT,Air T Inc,Industrials,38.13,0,,,0,109.885055,N/A,0,
AIT,Applied Industrial Technologies Inc.,Industrials,83.46,0.015612335,0.03125,0.033406483,1.303005489,3215.901668,22.21586292,0.354077579,1.157605083
AIV,Apartment Investment & Management Co.,Real Estate,6.71,0,,,0,1004.235704,N/A,0,
AIZ,Assurant Inc,Financial Services,161.44,0.016352825,0.047619048,0.044849197,2.623285762,9494.866777,20.58284582,0.354019671,0.571323979
AJG,Arthur J. Gallagher & Co.,Financial Services,148.39,0.012938877,0.066666667,0.047831688,1.880521528,30679.6325,34.42894456,0.420698328,0.746137188
AJRD,Aerojet Rocketdyne Holdings Inc,Industrials,41.44,0,,,0,3327.356424,25.77348121,0,0.503430833
AJX,Great Ajax Corp,Real Estate,13.55,0.0534953,0.235294118,-0.034269701,0.724861314,310.707733,0,N/A,0.846434166
AKAM,Akamai Technologies Inc,Technology,109.49,0,,,0,17828.23929,30.51813944,0,0.720275517
AKBA,Akebia Therapeutics Inc.,Healthcare,2.9,0,,,0,506.158628,0,N/A,1.715371751
AKCA,Akcea Therapeutics Inc,Healthcare,18.17,0,,,0,0,0,N/A,
AKER,Akers Biosciences Inc,Healthcare,2.47,0,,,0,41.132488,0,N/A,0.785515868
AKR,Acadia Realty Trust,Real Estate,20.25,0.014764176,,,0.298974557,1790.78767,N/A,N/A,1.403709285
AKTS,Akoustis Technologies Inc,Technology,9.9,0,,,0,507.969139,0,N/A,1.505665325
AL,Air Lease Corp,Industrials,37.81,0.016832539,0.066666667,0.163621518,0.636438293,4315.675104,11.07617136,0.186638796,1.572977077
ALB,Albemarle Corp.,Basic Materials,226.85,0.006876791,0.012987013,0.050395744,1.550345463,26530.07733,37.7269438,0.245307826,1.513804114
ALBO,Albireo Pharma Inc,Healthcare,30.79,0,,,0,592.886821,N/A,0,1.183777987
ALCO,Alico Inc.,Consumer Defensive,35.41,0.026583623,4.555555556,0.528142136,0.941326105,266.495802,5.024904339,0.13333231,0.760727665
ALDX,Aldeyra Therapeutics Inc,Healthcare,8.57,0,,,0,495.89478,0,N/A,1.223731744
ALE,"Allete, Inc.",Utilities,60.83,0.041426928,0.020242915,0.039124157,2.473960003,3179.469679,18.98190853,0.770704051,0.898727736
ALEC,Alector Inc,Healthcare,26.81,0,,,0,2168.270091,0,N/A,1.512951676
ALEX,Alexander & Baldwin Inc.,Real Estate,22.3,0.021806862,,,0.486293032,1617.123503,60.34042921,1.315372009,0.947865186
ALG,Alamo Group Inc.,Industrials,145.22,0.003782179,0.076923077,0.092388464,0.549248067,1732.154826,24.18805264,0.091085915,1.002657211
ALGN,"Align Technology, Inc.",Healthcare,719.38,0,,,0,56839.3238,81.37934739,0,1.601303902
ALGT,Allegiant Travel,Industrials,196.14,0,,,0,3527.873483,82.95608632,0,1.642335231
ALIM,Alimera Sciences Inc.,Healthcare,4.86,0,,,0,33.651486,0,N/A,1.038880823
ALJJ,Alj Regional Holdings Inc,Industrials,1.05,0,,,0,44.4371,0,N/A,0.979864171
ALK,Alaska Air Group Inc.,Industrials,56.92,0,,,0,7128.246479,N/A,0,1.406946686
ALKS,Alkermes plc,Healthcare,30.11,0,,,0,4857.692127,N/A,0,
ALL,Allstate Corp (The),Financial Services,131.03,0.024727162,0.5,0.196724592,2.945495226,38743.13489,9.906196597,0.232111523,0.625518007
ALLE,Allegion plc,Industrials,138.44,0.010073545,0.125,0.24573094,1.394581502,12417.53584,26.59570751,0.273984578,0.957262844
ALLK,Allakos Inc,Healthcare,109.18,0,,,0,5895.333394,0,N/A,0.680998271
ALLO,Allogene Therapeutics Inc,Healthcare,25.38,0,,,0,3608.615149,0,N/A,0.740366865
ALLY,Ally Financial Inc,Financial Services,52.47,0.01905851,0.315789474,0.255943216,0.814920755,18917.62489,6.616867747,0.107367688,1.263368803
ALNA,Allena Pharmaceuticals Inc,Healthcare,0.97,0,,,0,77.736506,0,N/A,1.65874754
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,190.34,0,,,0,22621.46989,N/A,0,0.920259826
ALOT,AstroNova Inc,Technology,15.66,0,,,0,113.59977,0,N/A,0.07046241
ALPN,Alpine Immune Sciences Inc,Healthcare,10,0,,,0,239.14879,0,N/A,0.482353883
ALRM,Alarm.com Holdings Inc,Technology,81.45,0,,,0,4064.597965,49.7953834,0,1.456825188
ALSK,Alaska Communications Systems Group Inc,Communication Services,3.4,0,,,0,0,0,0,
ALSN,Allison Transmission Holdings Inc,Consumer Cyclical,35.74,0.020565299,0.117647059,0.048413171,0.735003793,3779.685344,10.29887015,0.224086522,0.873068884
ALT,Altimmune Inc,Healthcare,15.24,0,,,0,605.117672,0,N/A,1.077072953
ALTM,Altus Midstream Co,Energy,68.42,0.064306762,,,4.399868635,256.332793,0,N/A,2.91637466
ALTR,Altair Engineering Inc,Technology,74.89,0,,,0,3487.66115,N/A,0,1.390896378
ALV,Autoliv Inc.,Consumer Cyclical,84.62,0.029307492,,,1.235592001,7401.882248,13.51201579,0.19769472,1.257597841
ALX,Alexander`s Inc.,Real Estate,256.46,0.068498581,0,0.023836256,17.56714604,1309.815593,19.03359093,1.308052572,0.812281879
ALXN,Alexion Pharmaceuticals Inc.,Healthcare,182.5,0,,,0,0,0,0,
AM,Antero Midstream Corp,Energy,10.11,0.089020772,,,1.020549373,4827.117921,13.99399876,1.412720615,0.937086519
AMAL,Amalgamated Financial Corp,Financial Services,14.48,0.011021187,,,0.159586788,450.264404,0,N/A,
AMAT,Applied Materials Inc.,Technology,140.8,0.006818182,0.090909091,0.191357898,0.91757633,127132.3328,23.95559314,0.159578492,1.917319252
AMBC,AMBAC Financial Group Inc.,Financial Services,13.49,0,,,0,623.463472,0,N/A,1.126493743
AMC,AMC Entertainment Holdings Inc,Communication Services,44.2,0,,,0,22689.19661,N/A,0,-3.489241692
AMCR,Amcor Plc,Consumer Cyclical,11.85,0.039662447,,,0.466490554,18229.08954,21.12048376,0.845244707,0.933511546
AMCX,AMC Networks Inc,Communication Services,47.68,0,,,0,1465.267192,5.247020458,0,1.034014478
AMD,Advanced Micro Devices Inc.,Technology,103.88,0,,,0,126002.8335,36.6713718,0,1.333327772
AME,Ametek Inc,Industrials,130.14,0.005980173,0.111111111,0.173160676,0.778259659,30089.09926,34.32798785,0.205888799,1.005333263
AMED,Amedisys Inc.,Healthcare,171.13,0,,,0,5584.307144,22.59471798,0,0.820788572
AMEH,Apollo Medical Holdings Inc,Healthcare,96.81,0,,,0,5357.474597,0,N/A,1.056030073
AMG,Affiliated Managers Group Inc.,Financial Services,160.42,0.000186993,,,0.029997477,6610.237003,14.8211592,0.003054733,1.323866723
AMGN,AMGEN Inc.,Healthcare,219.38,0.032090437,0.1,0.119702205,6.805848661,124575.4492,21.68037751,0.690248343,0.73824981
AMH,American Homes 4 Rent,Real Estate,39.53,0.008824872,1,0.148698355,0.348847175,12736.89208,127.612661,1.104296216,0.754822977
AMKR,AMKOR Technology Inc.,Technology,27.26,0.005855225,,,0.159613443,6660.809535,14.34159318,0.084007075,1.820394709
AMN,AMN Healthcare Services Inc.,Healthcare,112.11,0,,,0,5298.605602,30.71245922,0,0.967701762
AMNB,American National Bankshares Inc.,Financial Services,32.15,0.033198292,0,0.023836256,1.067325082,349.654462,9.183067084,0.307586479,1.027363618
AMOT,Allied Motion Technologies Inc,Technology,31.33,0.002869793,-0.166666667,0,0.089910627,461.042442,0,N/A,1.552766797
AMP,Ameriprise Financial Inc,Financial Services,269.55,0.016768689,0.086538462,0.085434037,4.312274541,30660.21732,28.78893645,0.49795318,1.32650821
AMPE,Ampio Pharmaceuticals Inc,Healthcare,1.8,0,,,0,360.824323,0,N/A,1.68556013
AMPH,Amphastar Pharmaceuticals Inc,Healthcare,18.37,0,,,0,882.341741,84.40230927,0,0.656742533
AMR,Alpha Metallurgical Resources Inc,N/A,49.31,0,,,0,907.319631,0,N/A,1.192628067
AMRB,American River Bancshares,Financial Services,20.91,0,,,0.210000001,0,0,N/A,
AMRC,Ameresco Inc.,Industrials,66.49,0,,,0,2220.001897,0,N/A,1.855958868
AMRK,A-Mark Precious Metals Inc,Financial Services,57.4,0,,,0,648.117578,0,N/A,0.872932794
AMRS,Amyris Inc,Basic Materials,13.74,0,,,0,4094.192878,0,N/A,1.13588374
AMRX,Amneal Pharmaceuticals Inc,Healthcare,5.05,0,,,0,753.853254,81.70965246,0,1.31627425
AMS,American Shared Hospital Services,Healthcare,2.84,0,,,0,16.66512,0,N/A,1.238741263
AMSC,American Superconductor Corp.,Industrials,13.6,0,,,0,385.262609,N/A,0,1.902411868
AMSF,Amerisafe Inc,Financial Services,54.5,0.020769723,-0.917142857,-0.392332526,1.131949908,1055.340943,11.11669223,0.231010185,0.40893993
AMSWA,American Software Inc.,Technology,24.36,0.017921198,0,0,0.436560383,766.52813,0,N/A,0.84483987
AMT,American Tower Corp.,Real Estate,293.75,0.017293617,0.154545455,0.182192518,4.82454793,133697.7507,60.20251743,0.972691115,0.628942208
AMTX,Aemetis Inc,Energy,14.71,0,,,0,466.152795,0,N/A,1.652973653
AMWD,American Woodmark Corp.,Consumer Cyclical,66.39,0,,,0,1099.966383,24.30381544,0,1.26999586
AMZN,Amazon.com Inc.,Consumer Cyclical,3462.52,0,,,0,1753560.429,59.56792001,0,1.154294582
AN,Autonation Inc.,Consumer Cyclical,120.46,0,,,0,8624.387546,8.999673949,0,0.976105422
ANAB,AnaptysBio Inc,Healthcare,26.92,0,,,0,738.506024,N/A,0,0.471290109
ANAT,American National Group Inc,Financial Services,189.35,0.017183639,,,3.25372208,5091.09132,5.932829271,0.101933649,0.715518803
ANDE,Andersons Inc.,Consumer Defensive,29.31,0.023665354,0,0.024569138,0.693631511,975.517373,13.26530648,0.316726718,1.245580885
ANET,Arista Networks Inc,Technology,359.13,0,,,0,27551.24441,37.81462531,0,1.136997982
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,37.28,0,,,0,2202.594743,8.011445572,0,1.404849947
ANGI,Angi Inc,Communication Services,12.22,0,,,0,1004.703618,N/A,0,0.914399508
ANGO,Angiodynamic Inc,Healthcare,25.31,0,,,0,973.019564,N/A,0,1.041731705
ANH,Anworth Mortgage Asset Corp.,Real Estate,2.98,0.077325379,,,0.230429629,295.925866,N/A,N/A,1.593873891
ANIK,Anika Therapeutics Inc.,Healthcare,39.68,0,,,0,572.305751,N/A,0,0.876763195
ANIP,ANI Pharmaceuticals Inc,Healthcare,28.89,0,,,0,368.391182,N/A,0,1.062015562
ANIX,Anixa Biosciences Inc,Healthcare,4.9,0,,,0,146.754535,0,N/A,1.509628611
ANSS,Ansys Inc.,Technology,364.63,0,,,0,31814.88746,69.56004719,0,1.509060575
ANTM,Anthem Inc,Healthcare,379.52,0.011909781,0.189473684,0.116948161,4.321099733,92532.85097,21.87020822,0.25553517,0.808014496
AON,Aon plc.,Financial Services,289.23,0.00705321,,,1.934257402,65292.84733,0,N/A,0.734697434
AOS,A.O. Smith Corp.,Industrials,65.28,0.015931373,0.083333333,0.167235319,1.033792566,10540.23936,23.88452155,0.380070796,0.932358002
AOSL,Alpha & Omega Semiconductor Ltd,Technology,28.86,0,,,0,760.550206,0,N/A,2.317797483
AP,Ampco-Pittsburgh Corp.,Industrials,4.88,0,,,0,93.177441,21.22492971,0,1.224994508
APA,APA Corporation,Energy,20.14,0.004965243,0,-0.369042656,0.049964411,7613.353795,10.72303351,0.026576815,
APAM,Artisan Partners Asset Management Inc,Financial Services,51.55,0.077594568,0.204819277,0.107566343,3.892317371,3342.474266,12.34341839,0.83347267,1.773663966
APD,Air Products & Chemicals Inc.,Basic Materials,261.83,0.022915632,0.119402985,0.117682784,5.637547078,57959.90893,29.33936164,0.634858905,0.838260439
APDN,Applied Dna Sciences Inc,Industrials,5.45,0,,,0,40.799354,0,N/A,0.505325449
APEI,American Public Education Inc,Consumer Defensive,26.6,0,,,0,497.268353,27.09761612,0,0.791972464
APEN,Apollo Endosurgery Inc,Healthcare,8.88,0,,,0,254.882356,0,N/A,0.308526713
APEX,Apex Global Brands Inc,Consumer Cyclical,6.89,0,,,0,0,0,0,
APH,Amphenol Corp.,Technology,75.72,0.003825709,,,0.289682699,45294.58599,32.28409551,0.128178185,1.179125241
APLE,Apple Hospitality REIT Inc,Real Estate,15.35,0.002605863,-0.9,-0.369042656,0.01999344,3505.033721,N/A,N/A,1.267942524
APLS,Apellis Pharmaceuticals Inc,Healthcare,34.21,0,,,0,2976.38238,0,N/A,1.372709258
APOG,Apogee Enterprises Inc.,Industrials,40.4,0.019341526,0.066666667,0.098560543,0.781397635,1031.283286,44.11529647,0.874242151,1.144981322
APPF,Appfolio Inc,Technology,122.82,0,,,0,2332.499798,16.70091433,0,1.01197979
APPN,Appian Corp,Technology,101.64,0,,,0,4023.210733,N/A,0,1.403555437
APPS,Digital Turbine Inc,Technology,66.86,0,,,0,6424.999755,108.4790936,0,2.206219806
APRN,Blue Apron Holdings Inc,Consumer Cyclical,5.04,0,,,0,101.84646,N/A,0,0.704724703
APT,Alpha Pro Tech Ltd.,Industrials,7.9,0,,,0,104.416283,0,N/A,-0.164867687
APTS,Preferred Apartment Communities Inc,Real Estate,11.5,0.060869565,0,-0.044736743,0.683949291,602.803458,N/A,N/A,0.924641602
APTV,Aptiv PLC,Consumer Cyclical,146.43,0,,,0,39610.42406,39.92986296,0,1.388483181
APVO,Aptevo Therapeutics Inc,Healthcare,17.26,0,,,0,84.470285,0,N/A,2.578335677
APYX,Apyx Medical Corp,Healthcare,11.48,0,,,0,394.025159,0,N/A,1.40876533
AQB,AquaBounty Technologies Inc,Consumer Defensive,4.41,0,,,0,313.223505,0,N/A,1.694525474
AQMS,Aqua Metals Inc,Industrials,2.08,0,,,0,144.471637,0,N/A,1.708011061
AQUA,Evoqua Water Technologies Corp,Industrials,37.98,0,,,0,4553.818407,81.41704941,0,1.255468594
AR,Antero Resources Corp,Energy,16.71,0,,,0,5244.682796,N/A,0,1.225807898
ARA,American Renal Associates Holdings Inc.,Healthcare,11.5,0,,,0,397.247893,0,N/A,0.754764657
ARAV,Aravive Inc,Healthcare,4.04,0,,,0,83.684576,0,N/A,1.187029692
ARAY,Accuray Inc,Healthcare,3.73,0,,,0,338.790906,N/A,0,1.135683453
ARC,ARC Document Solutions Inc,Industrials,3.43,0.014465994,,,0.049618359,148.512493,20.05028936,0.285984779,0.55390408
ARCB,ArcBest Corp,Industrials,73.87,0.00432444,0,0,0.319446366,1887.938065,13.71440034,0.062149098,1.554118124
ARCH,Arch Resources Inc,Energy,79.28,0,,,0,1212.513473,N/A,0,0.810431426
ARDX,Ardelyx Inc,Healthcare,1.31,0,,,0,135.085903,0,N/A,0.809517899
ARE,Alexandria Real Estate Equities Inc.,Real Estate,193.87,0.023108268,0.056603774,0.069610376,4.32003262,29538.61462,32.78545675,0.651588631,0.58026279
ARES,Ares Management Corp,Financial Services,78.7,0.022765824,,,1.791670345,12864.23526,46.48844229,1.099184261,0.91564011
ARGO,Argo Group International Holdings Ltd,Financial Services,51.12,0.024046718,0,0.070995886,1.229268242,1781.656682,29.30356384,0.702438996,0.882509116
